n_char,n_box,n_word,num_ratio,contrast,contrast_std,sharpness,sharpness_std,coverage,h_box,h_box_std,density,density_std,r_box,r_box_std
275.0,31,20,0.16,0.17393339982403475,0.08548819286110916,0.17153197644192847,0.16814425118249227,0.046057213930348256,15.657197881559942,4.985365802964324,0.009947151558126976,0.0031624163508851,0.8536312086517004,0.08276150572493465
494.0,53,44,0.17611336032388664,0.3830154339571622,0.15820455823066754,0.37127655836972384,0.14666744645952692,0.08329630894784511,18.48028163442902,5.288192827006403,0.00784410984313259,0.003717908444736118,0.8611344693695924,0.040006044946722163
543.0,62,64,0.0865561694290976,0.35225095298006237,0.16325389624584163,0.3326054036214932,0.1290173400872907,0.10164204997114971,19.44979294701026,5.9578459700814825,0.006875244110622889,0.0036526173088557387,0.8684433455219763,0.03342442155227107
490.0,63,55,0.1489795918367347,0.326454053092858,0.1863998799813187,0.19875366652806764,0.12162332528702223,0.060767736176022685,13.764337851929092,5.991421221571085,0.01833113061824276,0.01610198378541193,0.7764853149299843,0.08880160542126204
2883.0,196,240,0.17655220256677073,0.28113031778282616,0.07132398791902175,0.27001780813448395,0.09743964015631917,0.29453529915748156,14.069939026087924,2.38107983195302,0.011146899236385554,0.001587125430990754,0.9194536111844895,0.02442185226805432
546.0,49,62,0.09706959706959707,0.24442767506739282,0.16080382271141969,0.1881714476653341,0.1349863923829358,0.06378347862803235,17.204711632080333,6.188382567398871,0.009522589162392316,0.0055131952167803405,0.7860711676146028,0.0779415068655608
764.0,75,65,0.24476439790575916,0.30202905460623164,0.0780315434160433,0.2564056806587376,0.08956530860752818,0.06567936845301352,12.777142857142856,3.17969287405308,0.014635204248055296,0.005193678557849125,0.8368386243386242,0.07909690693516971
1097.0,69,117,0.05104831358249772,0.22972816373799085,0.10548615439859844,0.21941784201832512,0.143536909174345,0.0683948635634029,10.658385093167702,3.617120935264225,0.022957428386357105,0.012241008374688086,0.671678491360455,0.00023751913823283344
1239.0,137,112,0.1162227602905569,0.17208989001367292,0.061943282996511986,0.09522855605966356,0.030531935675599857,0.1622450097847358,15.084379562043797,2.5785161206176515,0.010240267722863908,0.002216733266094252,0.8790094882542155,0.04462846050404634
990.0,81,101,0.11616161616161616,0.2048523977746721,0.09315630569470879,0.18053042088481572,0.14809623984877052,0.11827061994609164,15.107650327776113,3.7523229545604497,0.011394576793929499,0.004599687998149039,0.8459045508965263,0.06881153984376451
419.0,51,46,0.09785202863961814,0.37302899130150746,0.3003413346963834,0.2948130498167965,0.15804151026137828,0.0737068203950315,17.483789709380975,4.3231917867667535,0.0073370265363228325,0.0021251569367831923,0.8794124965705153,0.02351242668448767
788.0,72,80,0.14213197969543148,0.3680006835201907,0.09951832425648768,0.31041511593955634,0.10197924352243683,0.10466614501104601,17.0995670995671,5.1752636558448755,0.01026604791147526,0.006155666640503026,0.8220053726453792,0.08296551756546322
1110.0,105,89,0.17297297297297298,0.26678428936664333,0.08342879910738253,0.1813339231598552,0.10186715244728017,0.0955533926458022,14.224356409230358,4.468639958814944,0.014734923205599887,0.008007954570558936,0.7983827642398982,0.06562815204440875
1712.0,160,129,0.20619158878504673,0.22270320411182937,0.03489962270134906,0.12377610984576488,0.08101180830162764,0.10657432844932845,10.789835164835164,2.516380674430011,0.019083347717818108,0.004950841283350464,0.8510573541576126,0.05539596301810394
631.0,68,42,0.27892234548335976,0.24337244086165935,0.13603978671128508,0.21821475219790915,0.16397435553759432,0.051777611568187484,14.420168067226891,4.552324310374852,0.012326208229570397,0.006546398646854572,0.7436789533979097,0.16057491745842598
753.0,66,76,0.15670650730411687,0.40573515632806817,0.3536557369027054,0.2917969497171686,0.1531414629150002,0.06841224489795919,15.012987012987013,3.4686962767623926,0.011195479709673245,0.003964833910441185,0.8685846560846561,0.022154110312411504
462.0,59,47,0.14285714285714285,0.2765541893671357,0.16266531644566767,0.23827647969786495,0.12692284468820844,0.06102482229064508,15.318601158549667,4.279546879288181,0.0100474479612798,0.003714341821875266,0.8444041102803345,0.04522018525434947
958.0,75,88,0.15866388308977036,0.3479725226517362,0.28567823879313387,0.16749171332261065,0.10288775409892274,0.07423229166666667,14.480000000000002,5.334702808409675,0.015751571813228133,0.013302798667673513,0.7706876963789405,0.09815597627737456
554.0,62,50,0.2148014440433213,0.27585865631285905,0.07619902454463498,0.2956432965306299,0.10630460258931541,0.082187824123308,16.768247361379515,2.8264364309411234,0.008128039508380657,0.001973526272240348,0.9152743143327792,0.03441640632295663
714.0,82,69,0.23249299719887956,0.19823958572192485,0.14085710221843137,0.14319371538756415,0.1676531152492576,0.07505768839061248,14.453134065118006,3.642631936590141,0.01180740561568064,0.004627245875365385,0.8611833612240019,0.04982176547425405
568.0,61,52,0.1602112676056338,0.18705642849888346,0.1075635648202378,0.14000102449483276,0.09394373042545838,0.0586942864243897,13.370901639344263,2.372835965657129,0.012039108122922007,0.003115584049986558,0.8946825396825396,0.03221049125734592
403.0,51,34,0.22084367245657568,0.3304387556265385,0.2837161179088773,0.2934091084614492,0.16157715282276283,0.06131744919411353,16.999876334556244,6.4138133912159265,0.009253274975569667,0.00289082430581089,0.8237888249487778,0.08621192107749988
418.0,49,36,0.12200956937799043,0.26455794610141814,0.21374719036662287,0.1534826217356781,0.10974225701212467,0.05200959572125216,17.274725274725277,6.108486675720561,0.009612639976710888,0.00448162939440095,0.7787234519668397,0.10126594213133382
841.0,71,77,0.17360285374554102,0.2776502961933486,0.14227852008488595,0.2934600480915224,0.15162864403589724,0.08297359442219256,14.957746478873238,4.8265781640094465,0.01341034833094388,0.008802257114446588,0.5262595050647292,0.045606542549614354
