balance,equilibrium,symmetry,sequence,cohesion,unity,proportion,simplicity,density,regularity,economy,homogeneity,rhythm,w balance,w equilibrium,w_cohesion
0.9992738946340521,0.9998928585758655,0.2931100375618958,0.25,0.42953760965830984,0.5,0.8087127673760415,0.42857142857142855,0.015186567164179099,0.4166666666666667,0.4,1.0,0.29829716160137265,0.46031316232311736,0.8732770156256942,0.6103360211700084
0.992581326900624,0.9986232478081093,0.4333757120884282,0.25,0.6654984926494563,0.6,0.8039383704171318,0.2727272727272727,0.01513869446435212,0.5125,0.3333333333333333,0.25,0.4449917748312512,0.29303281626600586,0.770261787703991,0.6594596847492857
0.9974497858302048,0.9995169558344837,0.44264165428529756,0.0,0.4657011502699544,0.5,0.8870717786131761,0.3,0.008949745558525235,0.45833333333333337,0.3333333333333333,0.5,0.43239066882439303,0.12782436533788832,0.6585699165285448,0.5073587046870983
0.4976845330933126,0.9988357958605885,0.0,0.0,0.14321727536217646,0.6666666666666667,0.8011751581820701,0.42857142857142855,0.009356602309393391,0.4166666666666667,0.5,0.5,0.0,0.1853211701165307,0.8395593867018811,0.33273070921107273
0.49228317552230694,0.9851713074604214,0.40120649250781326,0.25,0.46862916305523533,0.7142857142857143,0.6744770632635475,0.21428571428571427,0.0,0.5416666666666666,0.3333333333333333,0.020833333333333332,0.4104627034509797,0.48999293757134676,0.976659913971655,0.38668087282450186
0.8146333216178728,0.9807608214152183,0.2756238301488564,0.5,0.20330529685245538,0.5,0.7120796153925828,0.3333333333333333,0.47525946592825696,0.4375,0.3333333333333333,1.0,0.24652854853887785,0.7330031797753384,0.9653313693591201,0.35150596242973475
0.992090756601711,0.9987063000579404,0.3553866088681946,0.25,0.42080497177118203,0.6666666666666667,0.8183191957906417,0.42857142857142855,0.008169120995900947,0.4166666666666667,0.5,1.0,0.35242045722154536,0.6592683725923469,0.8972237057371372,0.6657724408437393
0.7633955632032146,0.9464052368778343,0.47295785203688834,0.25,0.397111819675698,0.5714285714285714,0.6933882968636407,0.1875,0.4417516051364365,0.4702380952380952,0.25,0.16666666666666666,0.3943007623460374,0.5968574896395334,0.8927124253324119,0.5069924680005439
0.9927404824856016,0.9986220068988771,0.2765726845564416,0.25,0.8202619846569349,0.5,0.6690932535705182,0.23076923076923078,0.009522765818656298,0.2875,0.2857142857142857,0.16666666666666666,0.27893158694968834,0.40560172745313916,0.7493480047442205,0.7998753544256104
0.8172003801984621,0.9750691746133044,0.3380012862171059,0.0,0.35248664975754257,0.375,0.8011731556240222,0.3,0.09915687331536382,0.375,0.2857142857142857,0.5,0.3335034188327638,0.6947838227484505,0.9001892614728413,0.4077607585227951
0.8730549609236019,0.9722331855592231,0.6537519876163922,0.25,0.5365238189722135,0.6428571428571428,0.8631116749746992,0.1875,0.21491496591651504,0.5952380952380952,0.2857142857142857,0.08333333333333333,0.6915705320507306,0.3557168742740253,0.7746554599114559,0.4894017683682677
0.9808424698936036,0.997888034438679,0.32542250334584455,0.0,0.3456446349188253,0.5,0.7783292446660173,0.3,0.005684755950883247,0.375,0.3333333333333333,0.5,0.3118373434186781,0.605859067951491,0.9075876376423084,0.3876089498758156
0.9147977389952799,0.9982269035263505,0.3657648418993502,0.5,0.26384291698021295,0.6666666666666667,0.8935067341254511,0.42857142857142855,0.1090929030666099,0.4166666666666667,0.5,1.0,0.34939581898245275,0.6142532457026093,0.9120446458268727,0.3367594568332853
0.9849304207798442,0.9970672340529089,0.30089320543251097,0.25,0.7000556855570497,0.375,0.7451947506923762,0.3,0.020874033374033374,0.375,0.2857142857142857,0.5,0.34302483143650064,0.2093244581455943,0.7268743368851814,0.7926852813232252
