balance,equilibrium,symmetry,sequence,cohesion,unity,proportion,simplicity,density,regularity,economy,homogeneity,rhythm,w balance,w equilibrium,w_cohesion
0.6550062765988847,0.9012821409119708,0.6576925506099276,0.0,0.8722737697558128,0.8111111111111111,0.8314397448250879,0.031914893617021274,0.9494438521677329,0.6595959595959596,0.10526315789473684,0.05036630036630037,0.6386074572231184,0.48261481059685596,0.8452071923053119,0.45021592578020764
0.7306836691394631,0.9345835437366458,0.7625865442516394,0.25,0.9244457876667461,0.8695652173913043,0.8044835685475531,0.01775147928994083,0.3003983749457657,0.7632883420926899,0.07692307692307693,0.7799358974358974,0.800994447582287,0.4032361082597664,0.7863092276480661,0.34410182162713027
0.8927755028222741,0.975054427872112,0.7901123475123223,0.0,0.7485676659853776,0.8349514563106796,0.8377031604068756,0.016216216216216217,0.0,0.7691081286883685,0.05555555555555555,1.1621911534793426e-06,0.7352947897323273,0.20810424503095337,0.6902870060188071,0.6387510103980323
0.8165227397649416,0.9625687187762506,0.7580036247630882,0.25,0.9855302680683667,0.8645833333333334,0.8245923889661602,0.01675977653631285,0.24431491303307729,0.7522752192982456,0.07142857142857142,20.38153846153846,0.8334445481314686,0.42501686248804005,0.8161951162290653,0.3456367402491394
0.4307043168948874,0.8925628602017246,0.7734490372654188,0.5,0.6299919049740319,0.92,0.7629172646794098,0.0079155672823219,0.0,0.8619638554216867,0.047619047619047616,4.240293535336626e-06,0.7203615397059823,0.530093419699667,0.9087478349370718,0.3672620512404457
0.6365019403717106,0.9253858316692578,0.7027159057561174,0.25,0.8599000805484512,0.8506493506493507,0.7629361966468466,0.020134228187919462,0.300045023083078,0.7399179767600821,0.08,0.000670592126553632,0.7164874277082384,0.7849292353021583,0.9492637590033667,0.4163193616843456
0.5701425351512056,0.8777915239266177,0.7931354959033038,0.0,0.7172167564088826,0.8611111111111112,0.7729343082001787,0.0136986301369863,0.4078472749354789,0.7854761904761904,0.05405405405405406,0.0001254458000092385,0.8040732788870882,0.3201311569426606,0.7373125661786505,0.8917103741998791
0.5519096476193126,0.9243871199457977,0.6591807472001314,1.0,0.7394277586762161,0.8563829787234043,0.7713919292814786,0.016666666666666666,0.0,0.7443948753145734,0.06896551724137931,0.008041817807401362,0.6601964658737571,0.42575353639407776,0.871249671288451,0.6556503710935887
0.9675840687572698,0.9928298056402044,0.7469038318142679,0.5,0.9228022764718765,0.9158653846153846,0.8055206807246384,0.008595988538681949,0.0,0.8172438219992568,0.05405405405405406,0.0007588785442696915,0.7991846339537925,0.5253188132001321,0.7702667905457518,0.8727382541391815
0.6191165566871091,0.9064714612893321,0.7049721849146063,0.0,0.8208873787029679,0.8760683760683761,0.803130796364439,0.014778325123152709,0.0,0.7968427645151783,0.06451612903225806,0.009908630468940098,0.7447559787958931,0.6748093371501183,0.863996884683327,0.44944149231125513
0.8978942353249291,0.978167234122624,0.7254442644374688,0.75,0.9304754946697715,0.8763440860215054,0.8495697541771086,0.019230769230769232,0.0,0.8007538569424966,0.08,0.00013612606145976559,0.7660874621513342,0.40132697174627674,0.7670163638370652,0.5310403295801496
0.7225886152147677,0.9342188991882245,0.7729914541741854,0.0,0.8043351084570531,0.848,0.8230250382964096,0.013157894736842105,0.0,0.7718225806451613,0.05,0.022811778378706855,0.737334073903221,0.6311315123566136,0.8728488813798565,0.46782845379303567
0.8594546876928023,0.9669964050501244,0.7064541781524534,0.75,0.8590954766518164,0.8867924528301887,0.8409848386153219,0.011278195488721804,0.0,0.8127736645171563,0.05263157894736842,1.8864386128546066e-13,0.6892442549595785,0.7853408004689796,0.9452479722984094,0.5717264473908282
0.599459951573746,0.8980381142207204,0.7635483862899364,0.25,0.7455158715447061,0.9260204081632653,0.7315587712061878,0.009771986970684038,0.6513838013838014,0.8430337519623234,0.06451612903225806,0.6565622875500788,0.7467830025669292,0.5757203748241249,0.7581326188729642,0.39299160717324877
0.8584585755315245,0.9697063353697342,0.7729943905131479,0.25,0.7844367115620768,0.8442622950819672,0.7380597966980356,0.013215859030837005,0.0,0.7559104457390597,0.05,7.924545451936702e-06,0.7531886341368079,0.4287812440665979,0.8320694883919109,0.7156945092739345
0.8278400269485577,0.9718878597840692,0.7486444155750155,0.0,0.9805534193584365,0.801980198019802,0.7496226778857221,0.015463917525773196,0.0,0.7398019801980198,0.047619047619047616,0.004431830958609855,0.6861573606576297,0.3448869292204809,0.7636552342645473,0.8066338323317755
0.6347397981412974,0.9179210185050013,0.7747454771688794,0.25,0.7325415268464376,0.8858695652173914,0.8155559553121141,0.018292682926829267,0.07794275287946184,0.7713807931199236,0.08695652173913043,0.00936162598756453,0.7610929516705413,0.7475755039438052,0.9327500142169043,0.9292393006966903
0.9600652463158503,0.9903643145633695,0.7153377050794534,0.5,0.5213618757096437,0.8446601941747574,0.7716874674216293,0.015463917525773196,0.04540520833333339,0.7399105273177232,0.058823529411764705,2.2497549336166424e-11,0.6492372179933932,0.2931451978511028,0.7167348228178873,0.9615789575595822
0.6360520199747158,0.8949594621757977,0.7852786605837159,0.0,0.9155510324310646,0.8616071428571428,0.8021440498097439,0.015625,0.0,0.8011583011583011,0.06060606060606061,0.0001969914198189949,0.7829565794390617,0.367814590321597,0.7900911553633173,0.47755247113043464
0.8032110718249224,0.9526979367313031,0.8017439755800444,0.0,0.9494245325215985,0.8928571428571429,0.8140702580849029,0.012605042016806723,0.33095976182437625,0.798021582733813,0.0625,0.11439260458690169,0.7475089577702001,0.7815736260701016,0.9222034310904127,0.5379070428900649
0.6199055453579068,0.9052360541577728,0.6780599290904146,0.0,0.7597743595213936,0.8775510204081632,0.810777637861215,0.01764705882352941,0.0,0.7879760151483274,0.07692307692307693,0.00011858901835799241,0.6768590418809248,0.7312780411707891,0.9286764814959384,0.946684045229315
0.6233076642623935,0.9095885902155663,0.7800326434931045,0.25,0.925569786282221,0.8444444444444444,0.8370722018610937,0.017857142857142856,0.0,0.746816479400749,0.06666666666666667,0.00017419606807521547,0.79183440087071,0.7385504655639891,0.9241021586492725,0.42549275290355176
0.787266744510921,0.9514930132214336,0.7256543245298606,0.0,0.941397375509034,0.8253012048192772,0.8217542090167789,0.019230769230769232,0.2943259399087621,0.7374375550984427,0.06451612903225806,2.112471117945794e-05,0.7614571176266925,0.6082690100226893,0.8941687339984825,0.5054358709354174
0.38737445453721575,0.8098491140996678,0.8186502741633345,0.0,0.9280092003755605,0.9027777777777778,0.8030676111292017,0.011235955056179775,0.40707313454977,0.7602345571095571,0.06666666666666667,0.3051062940008219,0.7486208511454566,0.4741731863039783,0.8280420490493288,0.32504892448859873
0.6991978000264938,0.9517307431063998,0.7214786738445218,0.0,0.7998079068880442,0.7987012987012987,0.8158600695634954,0.019230769230769232,0.274836359970811,0.6974538619275461,0.06060606060606061,0.02846474953617811,0.6989428533294433,0.5509364941179258,0.7476800193049611,0.3678144584743161
0.7330559214744855,0.9261457377366875,0.8296695596705465,0.0,0.9837870780435534,0.884297520661157,0.8354284498310931,0.0136986301369863,0.0,0.7725206611570248,0.06666666666666667,0.007411571409956118,0.7986626273369262,0.48784191849500136,0.823250264155547,0.38548012383681785
0.7911263676063354,0.9522170519653019,0.7172197329416163,0.25,0.7010605716290026,0.9036458333333334,0.8107704822660153,0.009009009009009009,0.0,0.7980816426701571,0.05128205128205128,0.0001996475597746114,0.6981714053264164,0.9084046269504357,0.9787273056039617,0.5871610221683998
0.5332174903918643,0.8841801947191954,0.756154267687442,0.0,0.872516268510001,0.8793103448275862,0.8573612597137059,0.015,0.0,0.7907046476761619,0.06666666666666667,5.8444811060077604e-05,0.7322904515387263,0.37812702832655665,0.7881392762408286,0.4794285047766537
0.6826025791330201,0.9063920848671809,0.7193008280594286,0.5,0.9131299681927617,0.8928571428571429,0.8425674595783563,0.013953488372093023,0.005970518222649268,0.7994126984126984,0.06896551724137931,1.25025866585605e-08,0.7310231518473962,0.08769502676343555,0.6189015641618588,0.5950419697962819
0.7537256822468876,0.947147049000705,0.7381703639290746,0.25,0.6106263612697026,0.9032258064516129,0.7230635596570659,0.01485148514851485,0.31227572813366744,0.8163191712562288,0.07692307692307693,0.1445384949373527,0.7312287155350461,0.8765085083873727,0.9737504215551295,0.583761456876731
0.604852471321034,0.8967758933138386,0.7650268650123552,0.0,0.5866846249265021,0.9265734265734266,0.6558528031658589,0.013392857142857142,0.0007210863958364566,0.8372648478282281,0.08695652173913043,5.7144604363137536e-08,0.7366121717119289,0.6622540145089626,0.9098018720836011,0.3709142566278382
0.8550486631197624,0.9688933060940964,0.6975630495984715,1.0,0.7279859777272466,0.8907563025210083,0.8333793381945229,0.015544041450777202,0.0,0.8212327303802878,0.07142857142857142,1.902677768573933e-05,0.6910156798495846,0.5933441937599032,0.8905687245640291,0.626665130376086
